Internal id,first_name,last_name,full_name,email,phone,City,address,Longitude,Latitude,Annual revenues,Profession,Employer,Employer Reg number,Role,Street Reference,Street nr,Nationality
52-2212275,Curt,Braunes,Curt Braunes,cbraunesdv@t-online.de,443-694-9656,Deerfield Beach,"1252 Northwest 46th Court, Deerfield Beach, Florida",-80.14176,26.28668,184680.86,Mechanical Systems Engineer,,,Non-client,712,1252,Russia
45-7559488,Cyril,Trayhorn,Cyril Trayhorn,ctrayhorndw@list-manage.com,984-498-3777,Pinecrest,"821 Southwest 92nd Street, Pinecrest, Florida",-80.30105,25.68543,225817.93,Civil Engineer,,,Non-client,6039,821,United States
06-9305951,Webster,Tzar,Webster Tzar,wtzardx@devhub.com,303-644-6719,Pompano Beach,"955 Southwest 14th Court, Pompano Beach, Florida",-80.12955,26.21165,113560.38,Programmer Analyst IV,,,Non-client,6607,955,United States
97-7956958,Guilbert,Voce,Guilbert Voce,gvocedy@skype.com,368-738-6083,Miami,"1912 Southwest 61st Avenue, Miami, Florida",-80.29511,25.76699,271155.31,Speech Pathologist,,,Non-client,5079,1912,North Korea
62-8773079,Curtice,Kenchington,Curtice Kenchington,ckenchingtondz@google.nl,387-443-7859,Miami,"784 Southwest 32nd Court, Miami, Florida",-80.24725,25.75571,38765.4,Web Developer IV,,,Non-client,5020,784,China
10-2716244,Kendall,Runsey,Kendall Runsey,krunseye0@1688.com,524-888-6858,Miami,"200 Northeast 84th Street, Miami, Florida",-80.17430,25.85323,353694.45,Quality Engineer,,,Non-client,4570,200,United States
28-1098819,Case,Stoodley,Case Stoodley,cstoodleye1@amazon.com,863-811-6499,Homestead,"681 Southeast 5th Street, Homestead, Florida",-80.45427,25.46584,18193.18,Safety Technician IV,,,Non-client,3623,681,France
14-0442958,Herc,Connochie,Herc Connochie,hconnochiee2@ustream.tv,841-794-3181,Fort Lauderdale,"1194 Northwest 23rd Terrace, Fort Lauderdale, Florida",-80.17382,26.20804,200768.09,Registered Nurse,,,Non-client,2613,1194,China
95-7908038,Arnaldo,Ambrois,Arnaldo Ambrois,aambroise3@tumblr.com,682-316-7942,Miami Gardens,"752 Northwest 26th Avenue, Miami Gardens, Florida",-80.24320,25.95780,87092.47,Teacher,,,Non-client,5459,752,Russia
62-2372382,Boote,Senecaux,Boote Senecaux,bsenecauxe4@blogspot.com,756-625-2022,Fort Lauderdale,"1843 Northeast 51st Court, Fort Lauderdale, Florida",-80.11781,26.19063,285188.91,Senior Developer,,,Non-client,2471,1843,China
45-5705417,Pernell,McMinn,Pernell McMinn,pmcminne5@tamu.edu,215-970-7736,Delray Beach,"1506 Blue Jay Road, Delray Beach, Florida",-80.08300,26.42757,8913.52,Environmental Specialist,,,Non-client,1128,1506,United States
67-3781787,Colver,Flatt,Colver Flatt,cflatte6@tamu.edu,883-408-2883,Fort Lauderdale,"1929 West Sunrise Boulevard, Fort Lauderdale, Florida",-80.15958,26.13649,12177.61,Nurse Practicioner,,,Non-client,3103,1929,United States
65-4438656,Micky,Zaniolini,Micky Zaniolini,mzaniolinie7@freewebs.com,991-116-5515,Pinecrest,"1681 Southwest 58th Court, Pinecrest, Florida",-80.28745,25.67476,334936.11,Biostatistician III,,,Non-client,5950,1681,North Korea
16-4906238,Bald,Bramont,Bald Bramont,bbramonte8@comcast.net,545-252-6854,Cutler Bay,"475 Dana Road, Cutler Bay, Florida",-80.34641,25.58665,215087.73,Teacher,,,Non-client,30,475,United States
03-3276164,Matt,Driutti,Matt Driutti,mdriuttie9@fda.gov,936-752-9075,Homestead,"1515 NE 4th Street, Homestead, Florida",-80.44386,25.47390,192284.9,Human Resources Assistant III,,,Non-client,3174,1515,United States
88-0289720,Gearalt,Nucci,Gearalt Nucci,gnucciea@alibaba.com,380-756-9851,Kendall,"1829 Southwest 109th Street, Kendall, Florida",-80.36497,25.66770,106446.58,Product Engineer,,,Non-client,3862,1829,United States
80-6607985,Morey,Kinchley,Morey Kinchley,mkinchleyeb@marriott.com,383-858-4523,Cutler Bay,"1765 Toni Drive, Cutler Bay, Florida",-80.34594,25.58750,410003.61,Developer I,,,Non-client,349,1765,United States
64-5409496,Hubie,Bacop,Hubie Bacop,hbacopec@skyrock.com,335-682-4080,Fort Lauderdale,"1217 Southwest 36th Terrace, Fort Lauderdale, Florida",-80.19597,26.09630,188690.25,Developer II,,,Non-client,3027,1217,China
26-7508409,Odie,MacDonogh,Odie MacDonogh,omacdonoghed@microsoft.com,139-286-0541,Cutler Bay,"1959 Southwest 83rd Avenue, Cutler Bay, Florida",-80.32591,25.59760,195272.85,Help Desk Technician,,,Non-client,266,1959,United States
91-9887805,Cristobal,Kitcat,Cristobal Kitcat,ckitcatee@jalbum.net,178-287-6837,Kendall,"1533 Southwest 80th Drive, Kendall, Florida",-80.35292,25.69412,279194.51,Paralegal,,,Non-client,4096,1533,United States
11-3269045,Emlen,Stallon,Emlen Stallon,estallonef@paginegialle.it,472-301-8097,Deerfield Beach,"229 Southwest 5th Terrace, Deerfield Beach, Florida",-80.11077,26.30030,7532.86,Project Manager,,,Non-client,990,229,United States
43-7834910,Cello,Dorset,Cello Dorset,cdorseteg@mac.com,883-391-0348,Fort Lauderdale,"510 Compass Isle, Fort Lauderdale, Florida",-80.10427,26.20512,151012.14,General Manager,,,Non-client,2206,510,Russia
53-2043280,Rolando,Abbis,Rolando Abbis,rabbiseh@github.com,527-718-9668,Delray Beach,"558 Northwest 26th Lane, Delray Beach, Florida",-80.10146,26.47919,275767.79,Systems Administrator I,,,Non-client,1546,558,United States
95-6815445,Randolph,Brakewell,Randolph Brakewell,rbrakewellei@1und1.de,939-120-9519,Delray Beach,"1160 Northwest 18th Street, Delray Beach, Florida",-80.09349,26.48292,337974.21,Paralegal,,,Non-client,1521,1160,Russia
61-5404653,Hoebart,Kubacek,Hoebart Kubacek,hkubacekej@wired.com,487-863-7097,Fort Lauderdale,"787 Northwest 14th Terrace, Fort Lauderdale, Florida",-80.16059,26.13020,241995.85,Budget/Accounting Analyst IV,,,Non-client,2551,787,United States
71-5197875,Wat,Bygott,Wat Bygott,wbygottek@engadget.com,975-283-1449,Miami Gardens,"1822 Northwest 207th Street Road, Miami Gardens, Florida",-80.26648,25.96626,321874.52,Health Coach I,,,Non-client,5410,1822,United States
97-7519429,Sanderson,Seak,Sanderson Seak,sseakel@webs.com,815-600-2768,Deerfield Beach,"421 Northwest 16th Avenue, Deerfield Beach, Florida",-80.14552,26.29057,326962.2,Staff Accountant IV,,,Non-client,639,421,United States
74-5239585,Gavan,Atchly,Gavan Atchly,gatchlyem@umn.edu,122-582-2614,Homestead,"35 SE 30th Terrace, Homestead, Florida",-80.43174,25.46523,381615.87,Desktop Support Technician,,,Non-client,3427,35,Russia
31-2687138,Errol,Tuckerman,Errol Tuckerman,etuckermanen@ameblo.jp,673-785-2031,Edgewater,"836 Hill Street, Edgewater, Florida",-80.89902,28.97381,332054.27,Account Coordinator,,,Non-client,2000,836,United States
41-0677019,Gordan,Shillabeare,Gordan Shillabeare,gshillabeareeo@princeton.edu,564-413-9250,Fort Lauderdale,"1022 Southwest 1st Court, Fort Lauderdale, Florida",-80.17223,26.12038,46807.77,Technical Writer,,,Non-client,2949,1022,United States
85-5090676,Sigismund,Larcombe,Sigismund Larcombe,slarcombeep@bigcartel.com,661-978-6829,Homestead,"1535 SE 5th Court, Homestead, Florida",-80.42301,25.46546,157082.45,Research Associate,,,Non-client,3449,1535,France
88-6762245,Stavro,Shelp,Stavro Shelp,sshelpeq@hud.gov,300-802-3539,Deerfield Beach,"1302 Gardenia Court, Deerfield Beach, Florida",-80.12168,26.32388,339733.3,Geologist I,,,Non-client,446,1302,United States
26-6053576,Myca,Flukes,Myca Flukes,mflukeser@va.gov,510-745-6817,Homestead,"473 Northeast 21 Avenue, Homestead, Florida",-80.44826,25.47533,439352.85,Teacher,,,Non-client,3232,473,Russia
87-6929608,Free,Sydes,Free Sydes,fsydeses@g.co,918-910-1367,Fort Lauderdale,"1863 Northeast 24th Way, Fort Lauderdale, Florida",-80.11447,26.13393,63421.61,Marketing Assistant,,,Non-client,2397,1863,North Korea
88-7948558,Leonerd,Emmanuel,Leonerd Emmanuel,lemmanuelet@t.co,773-256-6427,Deerfield Beach,"1128 Northeast 37th Street, Deerfield Beach, Florida",-80.11518,26.27660,207297.81,Software Test Engineer II,,,Non-client,546,1128,France
63-9564510,Inigo,Simnett,Inigo Simnett,isimnetteu@jiathis.com,590-985-0707,Pompano Beach,"1840 Southwest 1st Court, Pompano Beach, Florida",-80.14123,26.23066,404550.48,Chemical Engineer,,,Non-client,6618,1840,United States
27-2777556,Meir,Horning,Meir Horning,mhorningev@51.la,746-229-6714,Homestead,"228 Southeast 12th Court, Homestead, Florida",-80.44047,25.45866,330722.56,Marketing Assistant,,,Non-client,3478,228,United States
73-2982879,Chicky,Eudall,Chicky Eudall,ceudallew@huffingtonpost.com,904-399-4163,Homestead,"468 Northwest 16th Place, Homestead, Florida",-80.49954,25.49041,403098.59,Director of Sales,,,Non-client,3349,468,United States
44-9089398,Akim,Upston,Akim Upston,aupstonex@i2i.jp,901-781-3080,Fort Lauderdale,"1925 Northeast 22nd Terrace, Fort Lauderdale, Florida",-80.11619,26.15512,168105.13,Professor,,,Non-client,2383,1925,Russia
25-6822753,Wood,Eayrs,Wood Eayrs,weayrsey@fotki.com,392-188-9159,Homestead,"515 Southwest L Avenue, Homestead, Florida",-80.49109,25.46425,225710.7,Dental Hygienist,,,Non-client,3725,515,North Korea
89-9835928,Davon,Phillip,Davon Phillip,dphillipez@amazonaws.com,719-376-5989,Deerfield Beach,"1448 Berkshire C, Deerfield Beach, Florida",-80.13252,26.31241,388270.54,Biostatistician IV,,,Non-client,367,1448,United States
96-6255186,Lyman,Hincks,Lyman Hincks,lhincksf0@dailymotion.com,249-621-1668,Miami,"926 Southeast 12th Terrace, Miami, Florida",-80.19081,25.76158,435865.19,Web Developer I,,,Non-client,4899,926,United States
45-0312987,Dale,Arnaud,Dale Arnaud,darnaudf1@ca.gov,578-379-4920,Homestead,"1290 Northeast 37th Road, Homestead, Florida",-80.42122,25.47100,29811.6,Media Manager II,,,Non-client,3283,1290,United States
59-4293839,Everett,Rennick,Everett Rennick,erennickf2@360.cn,882-760-9743,Kendall,"179 Southwest 100th Court, Kendall, Florida",-80.35699,25.64543,12697.49,Developer IV,,,Non-client,3784,179,Russia
13-7214617,Batholomew,Guyonneau,Batholomew Guyonneau,bguyonneauf3@cargocollective.com,316-426-8123,Cutler Bay,"709 Independence Road, Cutler Bay, Florida",-80.34576,25.58553,134290.27,Cost Accountant,,,Non-client,44,709,United States
28-6720791,Ricki,Bingley,Ricki Bingley,rbingleyf4@youtube.com,929-516-1890,Pompano Beach,"146 Southwest 16th Street, Pompano Beach, Florida",-80.12557,26.21021,207360.79,Quality Engineer,,,Non-client,6612,146,France
87-7777046,Frankie,Sergison,Frankie Sergison,fsergisonf5@fastcompany.com,825-864-2374,Fort Lauderdale,"1547 Northeast 43rd Street, Fort Lauderdale, Florida",-80.10793,26.18191,215067.06,VP Accounting,,,Non-client,2457,1547,United States
96-0453358,Jordan,Briereton,Jordan Briereton,jbrieretonf6@imgur.com,986-660-7198,Kendall,"989 Southwest 89th Place, Kendall, Florida",-80.34030,25.67260,160840.97,Office Assistant IV,,,Non-client,4155,989,United States
50-5088524,Mickey,Chesson,Mickey Chesson,mchessonf7@mlb.com,490-331-4894,Delray Beach,"1331 South Dixie Highway, Delray Beach, Florida",-80.07362,26.43969,15131.66,Information Systems Manager,,,Non-client,1708,1331,North Korea
18-4415188,Christian,Sieve,Christian Sieve,csievef8@livejournal.com,624-927-6023,Miami Gardens,"972 Northwest 36th Court, Miami Gardens, Florida",-80.26157,25.95710,372189.82,Account Coordinator,,,Non-client,5500,972,United States
97-3880829,Lothaire,Desseine,Lothaire Desseine,ldesseinef9@linkedin.com,709-267-5342,Miami,"416 Northwest 9th Court, Miami, Florida",-80.21116,25.80823,388820.79,Geological Engineer,,,Non-client,4817,416,China
32-2612141,Parnell,Wallworke,Parnell Wallworke,pwallworkefa@earthlink.net,559-874-1596,Palmetto Bay,"695 Southwest 179th Terrace, Palmetto Bay, Florida",-80.31960,25.60423,184029.35,Senior Editor,,,Non-client,5723,695,France
36-9006594,Herbie,Iglesias,Herbie Iglesias,higlesiasfb@bbb.org,437-395-4948,Fort Lauderdale,"1076 Northeast 51st Court, Fort Lauderdale, Florida",-80.11781,26.19063,334651.69,Structural Analysis Engineer,,,Non-client,2471,1076,United States
50-3968227,Rorke,Ketch,Rorke Ketch,rketchfc@usatoday.com,989-360-7917,Pompano Beach,"232 Southeast 9th Court, Pompano Beach, Florida",-80.12041,26.21765,321666.82,Recruiting Manager,,,Non-client,6589,232,France
34-4487505,Jone,Deeble,Jone Deeble,jdeeblefd@mozilla.com,614-790-9451,Pompano Beach,"406 Northeast 15th Terrace, Pompano Beach, Florida",-80.10239,26.28225,341149.62,Actuary,,,Non-client,6178,406,France
14-1424934,Tailor,Stevani,Tailor Stevani,tstevanife@hubpages.com,430-928-9302,Palmetto Bay,"1288 Southwest 141st Street, Palmetto Bay, Florida",-80.32043,25.63964,332878.93,Web Developer II,,,Non-client,5621,1288,France
01-9532135,Oran,Stigger,Oran Stigger,ostiggerff@eventbrite.com,465-797-1745,Delray Beach,"1494 East Linton Blvd, Delray Beach, Florida",-80.06300,26.43985,23841.56,Nurse,,,Non-client,1253,1494,United States
02-9109212,Robers,Ells,Robers Ells,rellsfg@tiny.cc,100-782-9359,Pompano Beach,"872 Northeast 12th Street, Pompano Beach, Florida",-80.12018,26.24314,205776.88,Health Coach IV,,,Non-client,6163,872,United States
22-4418085,Maddie,Bon,Maddie Bon,mbonfh@yellowpages.com,217-747-3457,Fort Lauderdale,"1273 Northwest 1st Street, Fort Lauderdale, Florida",-80.15760,26.12286,441451.35,Technical Writer,,,Non-client,2587,1273,United States
11-4050706,Foster,Benedicto,Foster Benedicto,fbenedictofi@adobe.com,818-205-2719,Miami,"1113 Northwest 16th Avenue, Miami, Florida",-80.22267,25.80355,340423.01,Director of Sales,,,Non-client,4624,1113,United States
25-5816102,Yorker,Mewe,Yorker Mewe,ymewefj@liveinternet.ru,501-717-2285,Fort Lauderdale,"977 Access Road, Fort Lauderdale, Florida",-80.11867,26.18254,196360.04,Pharmacist,,,Non-client,2160,977,North Korea
12-1773307,Xenos,Billett,Xenos Billett,xbillettfk@skype.com,865-806-7052,Edgewater,"599 Joseph Drive, Edgewater, Florida",-80.88831,28.95707,215672.99,Office Assistant I,,,Non-client,2009,599,North Korea
73-6759916,Eal,Cranton,Eal Cranton,ecrantonfl@stumbleupon.com,994-896-1584,Miami,"187 Southwest 27th Terrace, Miami, Florida",-80.23343,25.74067,308750.75,VP Marketing,,,Non-client,4989,187,United States
49-0756505,Reed,Wasson,Reed Wasson,rwassonfm@cpanel.net,469-694-1721,Kendall,"929 Southwest 92nd Court, Kendall, Florida",-80.34230,25.64160,320199.74,Chief Design Engineer,,,Non-client,4177,929,Russia
23-5479982,Ryan,Misselbrook,Ryan Misselbrook,rmisselbrookfn@indiegogo.com,602-546-2009,Pompano Beach,"593 Cypress Court, Pompano Beach, Florida",-80.09946,26.22135,74786.87,Editor,,,Non-client,6085,593,United States
50-8640239,Brigg,Cosstick,Brigg Cosstick,bcosstickfo@vimeo.com,313-604-9465,Pompano Beach,"1598 Northwest 7th Terrace, Pompano Beach, Florida",-80.13460,26.24653,338248.23,Recruiter,,,Non-client,6473,1598,United States
27-9292856,Fairlie,Foxworthy,Fairlie Foxworthy,ffoxworthyfp@github.io,986-604-7286,Edgewater,"145 Mariners Gate Drive, Edgewater, Florida",-80.89764,28.96796,157548.19,Data Coordiator,,,Non-client,2031,145,United States
32-0042295,Lannie,Eales,Lannie Eales,lealesfq@deviantart.com,260-255-7150,Fort Lauderdale,"1719 West Sunrise Boulevard, Fort Lauderdale, Florida",-80.15958,26.13649,130967.78,Internal Auditor,,,Non-client,3103,1719,United States
75-5658332,Sigismondo,Parsons,Sigismondo Parsons,sparsonsfr@baidu.com,301-257-7606,Deerfield Beach,"1007 Tivoli Circle, Deerfield Beach, Florida",-80.11278,26.30574,307537.49,Engineer II,,,Non-client,1015,1007,Russia
77-9780053,Bastian,Eydel,Bastian Eydel,beydelfs@blog.com,760-101-9715,Pompano Beach,"764 Northwest 16th Terrace, Pompano Beach, Florida",-80.14585,26.26879,159927.73,Research Assistant II,,,Non-client,6361,764,North Korea
98-2699439,Dexter,Hinstridge,Dexter Hinstridge,dhinstridgeft@bloglovin.com,530-271-6267,Fort Lauderdale,"322 Northwest 25th Way, Fort Lauderdale, Florida",-80.17674,26.13779,402220.93,Nurse Practicioner,,,Non-client,2625,322,North Korea
50-0686000,Morley,McCaffrey,Morley McCaffrey,mmccaffreyfu@sbwire.com,923-370-3747,Palmetto Bay,"1073 Southwest 177th Street, Palmetto Bay, Florida",-80.34348,25.60566,210545.03,Sales Representative,,,Non-client,5718,1073,United States
84-2274919,Marcelo,Gaggen,Marcelo Gaggen,mgaggenfv@seesaa.net,249-866-1034,Homestead,"419 Northeast 36th Avenue, Homestead, Florida",-80.42285,25.48675,357785.72,Staff Scientist,,,Non-client,3278,419,United States
11-0051983,Langston,Bazeley,Langston Bazeley,lbazeleyfw@instagram.com,214-336-2118,Fort Lauderdale,"1645 Northwest 16th Way, Fort Lauderdale, Florida",-80.16484,26.13940,127680.34,Help Desk Technician,,,Non-client,2568,1645,United States
50-5982507,Reuven,Connett,Reuven Connett,rconnettfx@scribd.com,565-832-5045,Kendall,"567 Southwest 86th Terrace, Kendall, Florida",-80.38051,25.68824,23260.84,Web Developer IV,,,Non-client,4134,567,United States
36-1266029,Merill,Chaves,Merill Chaves,mchavesfy@smh.com.au,258-238-0337,Delray Beach,"1886 Flame Vine Avenue, Delray Beach, Florida",-80.10100,26.44489,258597.14,Social Worker,,,Non-client,1281,1886,United States
30-5544774,Pieter,Viel,Pieter Viel,pvielfz@deliciousdays.com,871-920-2038,Homestead,"1323 Dunwoodie Place, Homestead, Florida",-80.45141,25.44516,126008.35,Assistant Media Planner,,,Non-client,3123,1323,United States
70-5230319,Julian,O'Kennedy,Julian O'Kennedy,jokennedyg0@washington.edu,421-913-4628,Homestead,"1825 Northeast 39th Terrace, Homestead, Florida",-80.41906,25.48812,69326.56,Computer Systems Analyst IV,,,Non-client,3286,1825,United States
03-4894525,Thoma,Leander,Thoma Leander,tleanderg1@ning.com,451-975-0103,Delray Beach,"49 Avocet Road, Delray Beach, Florida",-80.08152,26.42521,238661.14,Tax Accountant,,,Non-client,1105,49,Russia
63-7142598,Allyn,Rosling,Allyn Rosling,aroslingg2@soundcloud.com,976-737-8179,Homestead,"1806 Northwest 17th Street, Homestead, Florida",-80.48919,25.48619,123726.77,Payment Adjustment Coordinator,,,Non-client,3355,1806,United States
43-5361364,Ermin,Sigart,Ermin Sigart,esigartg3@over-blog.com,565-664-2638,Kendall,"108 Southwest 114th Place, Kendall, Florida",-80.37840,25.70090,368187.62,Information Systems Manager,,,Non-client,3916,108,Russia
55-8987994,Dud,Goncaves,Dud Goncaves,dgoncavesg4@blogtalkradio.com,857-421-8163,Cutler Bay,"817 South Miami-Dade Busway, Cutler Bay, Florida",-80.37070,25.57810,24544.68,Financial Analyst,,,Non-client,81,817,United States
35-9906395,Cordie,Lindemann,Cordie Lindemann,clindemanng5@cloudflare.com,106-550-7947,Kendall,"1178 Southwest 74th Place, Kendall, Florida",-80.38140,25.69862,437069.16,Operator,,,Non-client,4066,1178,United States
38-6316094,Rafferty,Ruckledge,Rafferty Ruckledge,rruckledgeg6@squarespace.com,807-811-2379,Miami Gardens,"352 Northwest 207 St Road, Miami Gardens, Florida",-80.26490,25.96416,169758.97,Database Administrator IV,,,Non-client,5408,352,United States
11-8834631,Derril,Seagar,Derril Seagar,dseagarg7@a8.net,248-759-5445,Miami,"74 Southwest 27th Way, Miami, Florida",-80.24399,25.74006,242643.11,Technical Writer,,,Non-client,4990,74,United States
72-1185196,Ringo,Birney,Ringo Birney,rbirneyg8@ustream.tv,816-838-5756,Miami,"1735 Northeast 6th Street, Miami, Florida",-80.19215,25.77998,399937.86,Actuary,,,Non-client,4542,1735,United States
37-8391963,Micheal,Tappor,Micheal Tappor,mtapporg9@wired.com,801-372-4063,Pompano Beach,"360 Northeast 14th Way, Pompano Beach, Florida",-80.10385,26.29207,63345.62,Electrical Engineer,,,Non-client,6173,360,United States
36-3219203,Aldridge,Mincini,Aldridge Mincini,aminciniga@samsung.com,487-730-9455,Miami,"982 Northwest 54th Street, Miami, Florida",-80.21220,25.82479,85708.81,Actuary,,,Non-client,4745,982,United States
63-9290859,Kalil,Cornall,Kalil Cornall,kcornallgb@godaddy.com,753-593-7433,Deerfield Beach,"1232 Grantham, Deerfield Beach, Florida",-80.13476,26.30738,172575.11,Nurse Practicioner,,,Non-client,449,1232,France
51-8452039,Arlin,Pietzner,Arlin Pietzner,apietznergc@google.pl,887-628-9806,Miami,"949 Gate Lane, Miami, Florida",-80.18681,25.81707,69379.97,Director of Sales,,,Non-client,4350,949,Russia
60-0489342,Brig,Gravet,Brig Gravet,bgravetgd@who.int,478-470-3043,Miami,"879 Bay Point Road, Miami, Florida",-80.18671,25.82107,74849.51,Research Nurse,,,Non-client,4266,879,United States
01-1103814,Hailey,Winton,Hailey Winton,hwintonge@arizona.edu,809-361-2520,Delray Beach,"1495 Crestwood Drive, Delray Beach, Florida",-80.05780,26.47328,85251.6,Payment Adjustment Coordinator,,,Non-client,1206,1495,China
71-3648056,Brendon,Casine,Brendon Casine,bcasinegf@is.gd,154-923-6552,Deerfield Beach,"1433 Woodlands Trail, Deerfield Beach, Florida",-80.13112,26.31978,432870.14,Accounting Assistant III,,,Non-client,1064,1433,North Korea
08-6273496,Jared,Penvarne,Jared Penvarne,jpenvarnegg@usgs.gov,409-145-0007,Cutler Bay,"1759 Condado Road, Cutler Bay, Florida",-80.35125,25.57217,43138.96,Associate Professor,,,Non-client,25,1759,Russia
50-1522076,Mandel,Winchurst,Mandel Winchurst,mwinchurstgh@addthis.com,332-913-7068,Edgewater,"277 Pine Avenue, Edgewater, Florida",-80.89605,28.96878,13857.93,Graphic Designer,,,Non-client,2069,277,United States
32-3052462,Craig,Aseef,Craig Aseef,caseefgi@cnbc.com,741-570-2332,Palmetto Bay,"110 Southwest 78th Place, Palmetto Bay, Florida",-80.32006,25.62271,222699.4,Project Manager,,,Non-client,5763,110,United States
59-7465824,Sherm,Spira,Sherm Spira,sspiragj@bloglines.com,989-224-5997,Delray Beach,"841 Camino Road, Delray Beach, Florida",-80.10558,26.44761,419164.2,Compensation Analyst,,,Non-client,1151,841,China
94-4966931,Hayden,Duplan,Hayden Duplan,hduplangk@wix.com,616-365-1635,Miami,"692 Northwest 10th Place, Miami, Florida",-80.21340,25.81700,29674.13,Staff Accountant IV,,,Non-client,4592,692,North Korea
40-7026872,Ollie,Britch,Ollie Britch,obritchgl@dropbox.com,202-792-5497,Miami Gardens,"944 Northeast Miami Court, Miami Gardens, Florida",-80.20122,25.97015,410627.62,General Manager,,,Non-client,5200,944,United States
29-8011100,Meredith,Ivshin,Meredith Ivshin,mivshingm@washingtonpost.com,869-930-5989,Fort Lauderdale,"329 Davie Boulevard, Fort Lauderdale, Florida",-80.17251,26.10652,30563.22,Junior Executive,,,Non-client,2224,329,France
40-7556547,Benedict,Bratcher,Benedict Bratcher,bbratchergn@flavors.me,165-537-7819,Delray Beach,"1513 Clearbrook Circle West, Delray Beach, Florida",-80.10530,26.45145,221872.66,Developer I,,,Non-client,1178,1513,United States
56-3144261,Mohandas,Broadis,Mohandas Broadis,mbroadisgo@spotify.com,385-296-7427,Homestead,"476 Southwest 189th Avenue, Homestead, Florida",-80.49784,25.48770,390931.2,Tax Accountant,,,Non-client,3670,476,United States
24-0697574,Rudolfo,Killbey,Rudolfo Killbey,rkillbeygp@ucoz.ru,262-906-7001,Pinecrest,"342 Southwest 117th Terrace, Pinecrest, Florida",-80.31260,25.66163,113554.58,Desktop Support Technician,,,Non-client,5896,342,United States
42-5379711,Benson,Bowles,Benson Bowles,bbowlesgq@istockphoto.com,127-821-2199,Deerfield Beach,"1258 Northwest 5th Street, Deerfield Beach, Florida",-80.10392,26.32460,208720.54,Geological Engineer,,,Non-client,752,1258,United States
48-3873482,Mickey,Cadge,Mickey Cadge,mcadgegr@eventbrite.com,719-621-7125,Miami,"1963 Northwest 23rd Terrace, Miami, Florida",-80.22447,25.79888,259979.31,Database Administrator IV,,,Non-client,4655,1963,North Korea
93-1703306,Humphrey,Pirouet,Humphrey Pirouet,hpirouetgs@quantcast.com,856-415-4774,Fort Lauderdale,"1941 Banyan Street, Fort Lauderdale, Florida",-80.10613,26.12013,156863.83,VP Quality Control,,,Non-client,2175,1941,United States
09-4736644,Brooks,MacTeggart,Brooks MacTeggart,bmacteggartgt@shutterfly.com,538-823-0200,Kendall,"253 Southwest 110th Terrace, Kendall, Florida",-80.32677,25.66754,191331.82,Cost Accountant,,,Non-client,3872,253,North Korea
42-9026751,Wilden,Pattini,Wilden Pattini,wpattinigu@china.com.cn,586-733-4022,Fort Lauderdale,"1438 Plaza Las Olas, Fort Lauderdale, Florida",-80.11077,26.12034,101724.88,Dental Hygienist,,,Non-client,2774,1438,United States
50-1537566,Guy,Maudlin,Guy Maudlin,gmaudlingv@nhs.uk,832-834-8516,Homestead,"971 Civic Court, Homestead, Florida",-80.47445,25.47180,105586.17,Quality Engineer,,,Non-client,3118,971,China
04-3811653,Portie,Ilieve,Portie Ilieve,pilievegw@mapquest.com,196-258-8074,Miami,"168 Northwest 63rd Avenue, Miami, Florida",-80.29827,25.77343,361738.34,Clinical Specialist,,,Non-client,4773,168,North Korea
33-4309460,Aluin,Seathwright,Aluin Seathwright,aseathwrightgx@whitehouse.gov,818-263-3817,Miami,"763 NE 4th Avenue, Miami, Florida",-80.18938,25.85143,220257.56,Mechanical Systems Engineer,,,Non-client,4428,763,United States
16-0610356,Frederigo,Corr,Frederigo Corr,fcorrgy@cargocollective.com,791-164-5396,Pinecrest,"1455 Southwest 61st Avenue, Pinecrest, Florida",-80.29248,25.67279,91303.02,Marketing Assistant,,,Non-client,5961,1455,United States
14-3639376,Ellery,Lyne,Ellery Lyne,elynegz@deliciousdays.com,319-873-7073,Miami,"1621 Northwest 79th Street, Miami, Florida",-80.20098,25.84732,74048.03,VP Marketing,,,Non-client,4806,1621,United States
47-9372568,Neall,Demer,Neall Demer,ndemerh0@tiny.cc,753-193-7703,Pompano Beach,"27 Lyons Park Drive, Pompano Beach, Florida",-80.12389,26.21805,12860.23,Compensation Analyst,,,Non-client,6125,27,United States
07-2617979,Gabriele,Oganian,Gabriele Oganian,goganianh1@surveymonkey.com,402-894-9665,Homestead,"317 SE 34th Avenue, Homestead, Florida",-80.42684,25.46459,446422.51,Senior Developer,,,Non-client,3434,317,North Korea
30-9228138,Hartley,Allabush,Hartley Allabush,hallabushh2@aboutads.info,768-774-4623,Pinecrest,"1582 Southwest 104th Street, Pinecrest, Florida",-80.31886,25.67391,300190.12,Human Resources Assistant II,,,Non-client,5864,1582,United States
28-7320656,Lewes,Antowski,Lewes Antowski,lantowskih3@hatena.ne.jp,446-437-4922,Kendall,"1573 Southwest 108th Street, Kendall, Florida",-80.35635,25.66685,436051.45,Assistant Professor,,,Non-client,3856,1573,United States
15-6221777,Walther,McAline,Walther McAline,wmcalineh4@newsvine.com,456-860-9884,Delray Beach,"956 Tangelo Terrace, Delray Beach, Florida",-80.08726,26.44368,337116.07,Environmental Specialist,,,Non-client,1834,956,China
